session,gameNum,turnCount,objectLayer,costCond,visibilityCond,resourceCond,redFirst,counterbalance,purpleBackpackSize,purpleEnergy,purpleScore,purplePoints,purplePointsCumulative,redBackpackSize,redEnergy,redScore,redPoints,redPointsCumulative,step_expense,step_other_expense,energy_expense,other_expense,helping_event,steps,helpful_steps,helped,purpleHelped,redHelped,purpleHelpingEvents,redHelpingEvents,purpleHelpfulSteps,redHelpfulSteps,environment,nRedVeg,nPurpVeg,patchUniformity,nPatches,patchSize
ucChqUN1ymnylP,2,10,Items07,low,full,even,True,13.0,4,61,4,244,685,4,54,4,216,692,85.0,0.0,85.0,0.0,0,79,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
ucChqUN1ymnylP,3,9,Items01,low,full,even,False,13.0,4,63,4,252,937,4,62,4,248,928,75.0,0.0,75.0,0.0,0,72,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
ucChqUN1ymnylP,4,12,Items02,low,full,even,True,13.0,4,68,3,204,1141,4,52,5,260,1176,80.0,0.0,80.0,0.0,0,67,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
ucChqUN1ymnylP,5,9,Items00,low,full,even,False,13.0,4,71,4,284,1425,4,74,4,296,1457,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
ucChqUN1ymnylP,6,17,Items05,low,full,even,True,13.0,4,34,7,238,1663,4,37,7,259,1704,129.0,0.0,129.0,0.0,0,120,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
ucChqUN1ymnylP,7,9,Items06,low,full,even,False,13.0,4,71,4,284,1926,4,74,4,296,2000,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
ucChqUN1ymnylP,8,13,Items03,low,full,even,True,13.0,4,52,5,260,2186,4,63,3,189,2177,85.0,0.0,85.0,0.0,0,69,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
ucChqUN1ymnylP,9,13,Items09,low,full,even,False,13.0,4,63,3,189,2360,4,52,5,260,2437,85.0,0.0,85.0,0.0,0,69,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
ucChqUN1ymnylP,10,17,Items11,low,full,even,True,13.0,4,36,7,252,2612,4,31,7,217,2639,133.0,0.0,133.0,0.0,0,124,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
ucChqUN1ymnylP,11,17,Items10,low,full,even,True,13.0,4,48,7,336,2927,4,41,7,287,2926,111.0,0.0,111.0,0.0,0,102,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
uccX8B5f0br2b8,0,20,Items04,high,self,uneven,True,12.0,5,0,7,0,0,3,0,7,0,0,100.0,0.0,200.0,0.0,0,135,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
uccX8B5f0br2b8,1,10,Items06,high,self,uneven,True,12.0,5,42,4,168,168,3,4,4,16,16,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
uccX8B5f0br2b8,2,11,Items03,high,self,uneven,True,12.0,5,48,5,240,408,3,41,3,123,123,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
uccX8B5f0br2b8,3,13,Items01,high,self,uneven,False,12.0,5,33,4,132,510,3,0,4,0,123,88.5,16.0,167.0,32.0,2,75,16,True,True,True,1,1,2,14,2,4,4,False,2,"4,4"
uccX8B5f0br2b8,4,24,Items11,high,self,uneven,False,12.0,5,0,7,0,510,3,0,7,0,123,102.5,14.0,200.0,28.0,5,153,36,True,True,True,3,2,22,14,12,7,7,False,5,"3,2,2,2,2,3"
uccX8B5f0br2b8,5,24,Items05,high,self,uneven,False,12.0,5,0,7,0,510,3,0,7,0,123,105.0,18.0,200.0,36.0,6,124,44,True,True,True,4,2,30,14,6,7,7,False,5,"3,2,2,2,2,3"
uccX8B5f0br2b8,6,10,Items08,high,self,uneven,False,12.0,5,48,5,240,750,3,46,3,138,261,53.0,0.0,106.0,0.0,0,50,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
uccX8B5f0br2b8,7,16,Items02,high,self,uneven,False,12.0,5,0,3,0,720,3,31,5,155,416,87.0,8.0,149.0,16.0,2,67,8,True,True,False,2,0,8,0,3,5,3,True,2,"5,3"
uccX8B5f0br2b8,8,22,Items10,high,self,uneven,False,12.0,5,0,7,0,720,3,0,7,0,416,109.0,0.0,200.0,0.0,3,120,20,True,True,False,3,0,20,0,11,7,7,True,5,"3,2,2,2,2,3"
uccX8B5f0br2b8,9,11,Items00,high,self,uneven,True,12.0,5,28,4,112,832,3,37,4,148,564,70.0,10.0,135.0,20.0,1,62,10,True,True,False,1,0,10,0,1,4,4,True,2,"4,4"
uccX8B5f0br2b8,10,11,Items09,high,self,uneven,True,12.0,5,48,3,144,952,3,41,5,205,769,58.0,30.0,111.0,60.0,8,50,30,True,True,True,5,3,16,14,10,5,3,True,2,"3,5"
uccX8B5f0br2b8,11,26,Items07,high,self,uneven,False,12.0,5,0,4,0,934,3,1,4,4,773,133.0,13.0,199.0,26.0,4,85,26,True,True,True,3,1,13,13,8,4,4,False,2,"4,4"
upoCxWMKNpMgbu,0,18,Items05,low,full,uneven,True,14.0,3,35,7,245,245,5,36,7,252,252,129.0,6.0,129.0,6.0,1,118,6,True,False,True,0,1,0,6,6,7,7,False,5,"3,2,2,2,2,3"
upoCxWMKNpMgbu,1,10,Items08,low,full,uneven,True,14.0,3,73,5,365,610,5,66,3,198,429,61.0,12.0,61.0,12.0,2,58,12,True,False,True,0,2,0,12,9,3,5,True,2,"5,3"
upoCxWMKNpMgbu,2,10,Items03,low,full,uneven,True,14.0,3,73,5,365,975,5,66,3,198,618,61.0,12.0,61.0,12.0,2,58,12,True,False,True,0,2,0,12,4,3,5,True,2,"3,5"
upoCxWMKNpMgbu,3,10,Items09,low,full,uneven,True,14.0,3,73,3,219,1194,5,74,5,370,979,53.0,0.0,53.0,0.0,0,50,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
upoCxWMKNpMgbu,4,18,Items10,low,full,uneven,True,14.0,3,45,7,315,1509,5,42,7,294,1258,113.0,4.0,113.0,4.0,1,104,4,True,False,True,0,1,0,4,11,7,7,True,5,"3,2,2,2,2,3"
upoCxWMKNpMgbu,5,10,Items06,low,full,uneven,True,14.0,3,73,4,292,1801,5,66,4,264,1501,61.0,9.0,61.0,9.0,1,58,9,True,False,True,0,1,0,9,7,4,4,True,2,"4,4"
upoCxWMKNpMgbu,6,18,Items04,low,full,uneven,True,14.0,3,41,7,287,2088,5,46,7,322,1811,113.0,6.0,113.0,6.0,1,105,6,True,False,True,0,1,0,6,5,7,7,True,5,"3,2,2,2,2,3"
upoCxWMKNpMgbu,7,11,Items02,low,full,uneven,False,14.0,3,68,3,204,2292,5,74,5,370,2160,58.0,0.0,58.0,0.0,0,50,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
upoCxWMKNpMgbu,8,10,Items00,low,full,uneven,True,14.0,3,73,4,292,2584,5,62,4,248,2393,65.0,29.0,65.0,29.0,7,62,29,True,True,True,3,4,14,15,1,4,4,True,2,"4,4"
upoCxWMKNpMgbu,9,11,Items07,low,full,uneven,False,14.0,3,66,4,264,2848,5,66,4,264,2645,68.0,1.0,68.0,1.0,1,61,1,True,False,True,0,1,0,1,8,4,4,False,2,"4,4"
upoCxWMKNpMgbu,10,18,Items11,low,full,uneven,True,14.0,3,35,7,245,3093,5,40,7,280,2913,125.0,6.0,125.0,6.0,3,112,6,True,True,True,1,2,4,2,12,7,7,False,5,"3,2,2,2,2,3"
upoCxWMKNpMgbu,11,10,Items01,low,full,uneven,True,14.0,3,71,4,284,3377,5,64,4,256,3148,65.0,1.0,65.0,1.0,1,62,1,True,False,True,0,1,0,1,2,4,4,False,2,"4,4"
upttvg6ik5LipZ,0,9,Items07,high,self,even,False,15.0,4,18,4,72,72,4,32,4,128,128,75.0,0.0,150.0,0.0,0,72,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
upttvg6ik5LipZ,1,11,Items01,high,self,even,True,15.0,4,8,4,32,104,4,22,4,88,192,85.0,0.0,170.0,0.0,0,79,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
upttvg6ik5LipZ,2,9,Items00,high,self,even,True,15.0,4,48,4,192,272,4,38,4,152,344,57.0,0.0,114.0,0.0,0,54,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
upttvg6ik5LipZ,3,18,Items05,high,self,even,False,15.0,4,0,7,0,248,4,0,7,0,344,102.5,0.0,200.0,0.0,0,138,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
upttvg6ik5LipZ,4,10,Items02,high,self,even,False,15.0,4,12,3,36,284,4,34,5,170,514,77.0,7.0,154.0,14.0,1,71,7,True,True,False,1,0,7,0,3,5,3,True,2,"5,3"
upttvg6ik5LipZ,5,17,Items11,high,self,even,False,15.0,4,0,7,0,266,4,0,7,0,514,100.0,0.0,200.0,0.0,0,134,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
upttvg6ik5LipZ,6,12,Items08,high,self,even,False,15.0,4,4,5,20,286,4,41,3,123,637,80.0,0.0,155.0,0.0,0,67,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
upttvg6ik5LipZ,7,9,Items06,high,self,even,False,15.0,4,42,4,168,434,4,48,4,192,829,55.0,0.0,110.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
upttvg6ik5LipZ,8,16,Items03,high,self,even,True,15.0,4,32,5,160,594,4,0,3,0,805,96.5,7.0,168.0,14.0,1,67,7,True,False,True,0,1,0,7,4,3,5,True,2,"3,5"
upttvg6ik5LipZ,9,9,Items09,high,self,even,True,15.0,4,24,3,72,666,4,42,5,210,1015,67.0,11.0,134.0,22.0,1,64,11,True,True,False,1,0,11,0,10,5,3,True,2,"3,5"
upttvg6ik5LipZ,10,17,Items10,high,self,even,False,15.0,4,0,7,0,648,4,0,7,0,1015,100.0,12.0,200.0,24.0,2,108,12,True,True,True,1,1,8,4,11,7,7,True,5,"3,2,2,2,2,3"
upttvg6ik5LipZ,11,17,Items04,high,self,even,False,15.0,4,0,7,0,648,4,0,7,0,1015,100.0,0.0,200.0,0.0,0,126,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
utdwJjYg9S6Dx6,0,12,Items08,high,self,uneven,True,7.0,5,17,5,85,85,3,0,3,0,0,96.5,29.0,183.0,58.0,3,83,29,True,True,True,1,2,13,16,9,3,5,True,2,"5,3"
utdwJjYg9S6Dx6,1,10,Items01,high,self,uneven,True,7.0,5,42,4,168,253,3,8,4,32,32,75.0,2.0,150.0,4.0,2,69,2,True,True,True,1,1,1,1,2,4,4,False,2,"4,4"
utdwJjYg9S6Dx6,2,10,Items07,high,self,uneven,True,7.0,5,42,4,168,421,3,8,4,32,40,75.0,35.0,150.0,70.0,6,69,35,True,True,True,3,3,14,21,8,4,4,False,2,"4,4"
utdwJjYg9S6Dx6,3,19,Items11,high,self,uneven,False,7.0,5,0,7,0,421,3,0,7,0,16,100.0,1.0,200.0,2.0,2,166,7,True,True,True,1,1,6,1,12,7,7,False,5,"3,2,2,2,2,3"
utdwJjYg9S6Dx6,4,10,Items03,high,self,uneven,True,7.0,5,22,5,110,531,3,8,3,24,40,85.0,28.0,170.0,56.0,5,77,26,True,True,True,2,3,12,14,4,3,5,True,2,"3,5"
utdwJjYg9S6Dx6,5,18,Items05,high,self,uneven,False,7.0,5,0,7,0,531,3,0,7,0,22,95.0,25.0,190.0,50.0,7,102,25,True,True,True,4,3,17,8,6,7,7,False,5,"3,2,2,2,2,3"
utdwJjYg9S6Dx6,6,16,Items09,high,self,uneven,True,7.0,5,31,3,93,624,3,0,5,0,22,97.0,0.0,169.0,0.0,0,69,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
utdwJjYg9S6Dx6,7,10,Items06,high,self,uneven,True,7.0,5,42,4,168,792,3,4,4,16,38,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
utdwJjYg9S6Dx6,8,19,Items10,high,self,uneven,True,7.0,5,0,7,0,792,3,0,7,0,22,100.0,30.0,200.0,60.0,8,147,43,True,True,True,4,4,22,21,11,7,7,True,5,"3,2,2,2,2,3"
utdwJjYg9S6Dx6,9,46,Items04,high,self,uneven,True,7.0,5,0,7,0,792,3,0,7,0,22,120.0,27.0,200.0,54.0,8,102,27,True,True,True,3,5,8,19,5,7,7,True,5,"3,2,2,2,2,3"
utdwJjYg9S6Dx6,10,10,Items02,high,self,uneven,False,7.0,5,32,3,96,888,3,46,5,230,252,61.0,12.0,122.0,24.0,2,58,12,True,True,False,2,0,12,0,3,5,3,True,2,"5,3"
utdwJjYg9S6Dx6,11,10,Items00,high,self,uneven,False,7.0,5,32,4,128,998,3,42,4,168,420,63.0,10.0,126.0,20.0,1,60,10,True,True,False,1,0,10,0,1,4,4,True,2,"4,4"
uxvgRgnJ8BWntF,0,13,Items08,low,self,even,True,7.0,4,48,5,240,240,4,61,3,183,183,91.0,0.0,91.0,0.0,0,73,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
uxvgRgnJ8BWntF,1,9,Items01,low,self,even,True,7.0,4,74,4,296,521,4,69,4,276,459,57.0,18.0,57.0,18.0,6,54,18,True,True,True,3,3,15,3,2,4,4,False,2,"4,4"
uxvgRgnJ8BWntF,2,9,Items07,low,self,even,True,7.0,4,74,4,296,805,4,71,4,284,743,55.0,28.0,55.0,28.0,6,52,28,True,True,True,3,3,13,15,8,4,4,False,2,"4,4"
uxvgRgnJ8BWntF,3,18,Items11,low,self,even,True,7.0,4,39,7,273,1066,4,45,7,315,1058,116.0,28.0,116.0,28.0,6,100,28,True,True,True,3,3,17,11,12,7,7,False,5,"3,2,2,2,2,3"
uxvgRgnJ8BWntF,4,9,Items03,low,self,even,True,7.0,4,76,5,380,1446,4,57,3,171,1208,67.0,13.0,67.0,13.0,1,64,13,True,False,True,0,1,0,13,4,3,5,True,2,"3,5"
uxvgRgnJ8BWntF,5,17,Items05,low,self,even,False,7.0,4,41,7,287,1718,4,48,7,336,1544,111.0,41.0,111.0,41.0,8,100,41,True,True,True,4,4,21,20,6,7,7,False,5,"3,2,2,2,2,3"
uxvgRgnJ8BWntF,6,9,Items09,low,self,even,False,7.0,4,61,3,183,1901,4,76,5,380,1903,63.0,10.0,63.0,10.0,1,60,10,True,True,False,1,0,10,0,10,5,3,True,2,"3,5"
uxvgRgnJ8BWntF,7,9,Items06,low,self,even,False,7.0,4,71,4,284,2185,4,74,4,296,2184,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
uxvgRgnJ8BWntF,8,17,Items10,low,self,even,False,7.0,4,39,7,273,2458,4,48,7,336,2508,113.0,35.0,113.0,35.0,8,104,35,True,True,True,4,4,18,17,11,7,7,True,5,"3,2,2,2,2,3"
uxvgRgnJ8BWntF,9,17,Items04,low,self,even,True,7.0,4,46,7,322,2780,4,37,7,259,2746,117.0,36.0,117.0,36.0,6,108,36,True,True,True,3,3,14,22,5,7,7,True,5,"3,2,2,2,2,3"
uxvgRgnJ8BWntF,10,9,Items02,low,self,even,False,7.0,4,63,3,189,2948,4,76,5,380,3126,61.0,9.0,61.0,9.0,1,58,9,True,True,False,1,0,9,0,3,5,3,True,2,"5,3"
uxvgRgnJ8BWntF,11,9,Items00,low,self,even,False,7.0,4,71,4,284,3232,4,74,4,296,3407,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
uyqSL1z3jMSVFD,0,15,Items07,high,full,even,False,5.0,4,32,4,128,128,4,0,4,0,0,94.0,9.0,168.0,18.0,2,71,9,True,True,True,1,1,1,8,8,4,4,False,2,"4,4"
uyqSL1z3jMSVFD,1,24,Items05,high,full,even,False,5.0,4,0,7,0,128,4,0,7,0,0,110.0,21.0,200.0,42.0,5,144,23,True,True,True,3,2,11,12,6,7,7,False,5,"3,2,2,2,2,3"
uyqSL1z3jMSVFD,2,9,Items00,high,full,even,False,5.0,4,42,4,168,296,4,48,4,192,192,55.0,0.0,110.0,0.0,0,53,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
uyqSL1z3jMSVFD,3,9,Items06,high,full,even,True,5.0,4,48,4,192,488,4,42,4,168,336,55.0,0.0,110.0,0.0,0,51,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
uyqSL1z3jMSVFD,4,9,Items01,high,full,even,True,5.0,4,48,4,192,656,4,42,4,168,504,55.0,2.0,110.0,4.0,2,54,3,True,True,True,1,1,1,2,2,4,4,False,2,"4,4"
uyqSL1z3jMSVFD,5,17,Items10,high,full,even,False,5.0,4,0,7,0,632,4,0,7,0,504,100.0,34.0,200.0,68.0,6,104,34,True,True,True,3,3,15,19,11,7,7,True,5,"3,2,2,2,2,3"
uyqSL1z3jMSVFD,6,9,Items08,high,full,even,False,5.0,4,42,5,210,842,4,36,3,108,612,61.0,9.0,122.0,18.0,1,58,9,True,False,True,0,1,0,9,9,3,5,True,2,"5,3"
uyqSL1z3jMSVFD,7,21,Items11,high,full,even,True,5.0,4,0,7,0,842,4,0,7,0,594,110.0,38.5,200.0,77.0,7,120,42,True,True,True,4,3,26,16,12,7,7,False,5,"3,2,2,2,2,3"
uyqSL1z3jMSVFD,8,9,Items02,high,full,even,True,5.0,4,36,3,108,950,4,42,5,210,804,61.0,9.0,122.0,18.0,1,58,9,True,True,False,1,0,9,0,3,5,3,True,2,"5,3"
uyqSL1z3jMSVFD,9,9,Items09,high,full,even,True,5.0,4,32,3,96,1028,4,42,5,210,1014,63.0,12.0,126.0,24.0,1,61,12,True,True,False,1,0,12,0,10,5,3,True,2,"3,5"
uyqSL1z3jMSVFD,10,24,Items04,high,full,even,True,5.0,4,16,7,112,1122,4,0,7,0,1014,107.0,16.0,184.0,32.0,3,99,17,True,False,True,0,3,0,17,5,7,7,True,5,"3,2,2,2,2,3"
uyqSL1z3jMSVFD,11,9,Items03,high,full,even,True,5.0,4,48,5,240,1362,4,26,3,78,1092,63.0,12.0,126.0,24.0,1,61,12,True,False,True,0,1,0,12,4,3,5,True,2,"3,5"
v5OJSphEm99Qwp,0,10,Items07,low,self,even,False,5.0,4,52,4,208,208,4,63,4,252,252,85.0,0.0,85.0,0.0,0,79,0,False,False,False,0,0,0,0,8,4,4,False,2,"4,4"
v5OJSphEm99Qwp,1,17,Items05,low,self,even,True,5.0,4,22,7,154,350,4,35,7,245,497,143.0,0.0,143.0,0.0,0,134,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
v5OJSphEm99Qwp,2,9,Items00,low,self,even,False,5.0,4,71,4,284,613,4,74,4,296,793,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
v5OJSphEm99Qwp,3,9,Items06,low,self,even,False,5.0,4,71,4,284,897,4,74,4,296,1077,55.0,0.0,55.0,0.0,0,52,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
v5OJSphEm99Qwp,4,9,Items01,low,self,even,False,5.0,4,63,4,252,1149,4,64,4,256,1321,73.0,0.0,73.0,0.0,0,70,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
v5OJSphEm99Qwp,5,17,Items10,low,self,even,False,5.0,4,45,7,315,1464,4,36,7,252,1561,119.0,0.0,119.0,0.0,0,108,0,False,False,False,0,0,0,0,11,7,7,True,5,"3,2,2,2,2,3"
v5OJSphEm99Qwp,6,12,Items08,low,self,even,False,5.0,4,52,5,260,1724,4,68,3,204,1744,80.0,0.0,80.0,0.0,0,67,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
v5OJSphEm99Qwp,7,17,Items11,low,self,even,True,5.0,4,36,7,252,1961,4,29,7,203,1947,135.0,0.0,135.0,0.0,0,126,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
v5OJSphEm99Qwp,8,13,Items02,low,self,even,False,5.0,4,63,3,189,2129,4,52,5,260,2207,85.0,0.0,85.0,0.0,0,67,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
v5OJSphEm99Qwp,9,13,Items09,low,self,even,False,5.0,4,63,3,189,2318,4,52,5,260,2452,85.0,0.0,85.0,0.0,0,69,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
v5OJSphEm99Qwp,10,17,Items04,low,self,even,False,5.0,4,47,7,329,2647,4,46,7,322,2759,107.0,0.0,107.0,0.0,0,96,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
v5OJSphEm99Qwp,11,11,Items03,low,self,even,False,5.0,4,73,5,365,3012,4,52,3,156,2894,75.0,9.0,75.0,9.0,1,69,9,True,False,True,0,1,0,9,4,3,5,True,2,"3,5"
vA7UGvybSQysyD,0,13,Items02,high,self,uneven,False,3.0,5,36,3,108,108,3,0,5,0,0,87.0,0.0,164.0,0.0,0,69,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
vA7UGvybSQysyD,1,18,Items04,high,self,uneven,True,3.0,5,0,7,0,108,3,0,7,0,0,100.0,0.0,200.0,0.0,0,107,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
vA7UGvybSQysyD,2,18,Items11,high,self,uneven,True,3.0,5,0,7,0,108,3,0,7,0,0,100.0,0.0,200.0,0.0,0,135,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
vA7UGvybSQysyD,3,11,Items06,high,self,uneven,False,3.0,5,42,4,168,276,3,4,4,16,16,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
vA7UGvybSQysyD,4,21,Items05,high,self,uneven,False,3.0,5,0,7,0,276,3,0,7,0,0,110.0,20.0,200.0,40.0,6,142,40,True,True,True,4,2,25,15,6,7,7,False,5,"3,2,2,2,2,3"
vA7UGvybSQysyD,5,27,Items10,high,self,uneven,False,3.0,5,0,7,0,276,3,0,7,0,0,110.0,17.0,200.0,34.0,2,142,17,True,False,True,0,2,0,17,11,7,7,True,5,"3,2,2,2,2,3"
vA7UGvybSQysyD,6,11,Items01,high,self,uneven,True,3.0,5,24,4,96,372,3,32,4,128,128,77.0,13.0,144.0,26.0,3,64,13,True,True,True,2,1,12,1,2,4,4,False,2,"4,4"
vA7UGvybSQysyD,7,10,Items00,high,self,uneven,False,3.0,5,28,4,112,460,3,46,4,184,312,63.0,26.0,126.0,52.0,7,60,26,True,True,True,4,3,13,13,1,4,4,True,2,"4,4"
vA7UGvybSQysyD,8,10,Items09,high,self,uneven,False,3.0,5,16,3,48,484,3,22,5,110,422,81.0,31.0,162.0,62.0,4,78,31,True,True,True,3,1,17,14,10,5,3,True,2,"3,5"
vA7UGvybSQysyD,9,11,Items07,high,self,uneven,True,3.0,5,32,4,128,594,3,41,4,164,586,66.0,26.0,127.0,52.0,5,58,26,True,True,True,3,2,13,13,8,4,4,False,2,"4,4"
vA7UGvybSQysyD,10,11,Items03,high,self,uneven,True,3.0,5,48,5,240,810,3,41,3,123,709,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
vA7UGvybSQysyD,11,10,Items08,high,self,uneven,False,3.0,5,48,5,240,1020,3,46,3,138,847,53.0,0.0,106.0,0.0,0,50,0,False,False,False,0,0,0,0,9,3,5,True,2,"5,3"
vCkogSq5b7No2T,0,26,Items04,high,full,uneven,True,12.0,3,0,7,0,0,5,0,7,0,0,116.0,0.0,200.0,0.0,0,137,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
vCkogSq5b7No2T,1,10,Items06,high,full,uneven,False,12.0,3,8,4,32,32,5,42,4,168,168,75.0,0.0,150.0,0.0,0,69,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
vCkogSq5b7No2T,2,10,Items03,high,full,uneven,True,12.0,3,46,5,230,238,5,32,3,96,264,61.0,12.0,122.0,24.0,2,58,12,True,False,True,0,2,0,12,4,3,5,True,2,"3,5"
vCkogSq5b7No2T,3,10,Items01,high,full,uneven,True,12.0,3,26,4,104,342,5,24,4,96,342,75.0,12.0,150.0,24.0,1,72,12,True,False,True,0,1,0,12,2,4,4,False,2,"4,4"
vCkogSq5b7No2T,4,18,Items11,high,full,uneven,False,12.0,3,0,7,0,342,5,0,7,0,318,100.0,11.0,200.0,22.0,2,151,18,True,True,True,1,1,11,7,12,7,7,False,5,"3,2,2,2,2,3"
vCkogSq5b7No2T,5,19,Items05,high,full,uneven,False,12.0,3,0,7,0,342,5,0,7,0,318,100.0,1.0,200.0,2.0,1,120,1,True,False,True,0,1,0,1,6,7,7,False,5,"3,2,2,2,2,3"
vCkogSq5b7No2T,6,10,Items08,high,full,uneven,True,12.0,3,42,5,210,552,5,32,3,96,414,63.0,12.0,126.0,24.0,2,60,12,True,False,True,0,2,0,12,9,3,5,True,2,"5,3"
vCkogSq5b7No2T,7,11,Items02,high,full,uneven,False,12.0,3,41,3,123,675,5,48,5,240,636,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,3,5,3,True,2,"5,3"
vCkogSq5b7No2T,8,18,Items10,high,full,uneven,True,12.0,3,0,7,0,675,5,0,7,0,606,100.0,4.0,200.0,8.0,1,109,4,True,False,True,0,1,0,4,11,7,7,True,5,"3,2,2,2,2,3"
vCkogSq5b7No2T,9,11,Items00,high,full,uneven,True,12.0,3,4,4,16,691,5,42,4,168,774,77.0,0.0,154.0,0.0,0,71,0,False,False,False,0,0,0,0,1,4,4,True,2,"4,4"
vCkogSq5b7No2T,10,11,Items09,high,full,uneven,False,12.0,3,41,3,123,798,5,48,5,240,1014,58.0,0.0,111.0,0.0,0,50,0,False,False,False,0,0,0,0,10,5,3,True,2,"3,5"
vCkogSq5b7No2T,11,10,Items07,high,full,uneven,False,12.0,3,0,4,0,798,5,22,4,88,1072,89.0,18.0,178.0,36.0,2,89,18,True,True,True,1,1,7,11,8,4,4,False,2,"4,4"
vHU7il4KtMWABV,0,18,Items04,high,full,uneven,False,12.0,3,0,7,0,0,5,0,7,0,0,100.0,0.0,200.0,0.0,0,137,0,False,False,False,0,0,0,0,5,7,7,True,5,"3,2,2,2,2,3"
vHU7il4KtMWABV,1,13,Items06,high,full,uneven,True,12.0,3,3,4,12,12,5,37,4,148,148,85.0,0.0,160.0,0.0,0,69,0,False,False,False,0,0,0,0,7,4,4,True,2,"4,4"
vHU7il4KtMWABV,2,12,Items03,high,full,uneven,False,12.0,3,4,5,20,20,5,41,3,123,271,80.0,0.0,155.0,0.0,0,69,0,False,False,False,0,0,0,0,4,3,5,True,2,"3,5"
vHU7il4KtMWABV,3,10,Items01,high,full,uneven,False,12.0,3,8,4,32,32,5,22,4,88,359,85.0,0.0,170.0,0.0,0,79,0,False,False,False,0,0,0,0,2,4,4,False,2,"4,4"
vHU7il4KtMWABV,4,19,Items11,high,full,uneven,True,12.0,3,0,7,0,8,5,0,7,0,359,100.0,0.0,200.0,0.0,0,135,0,False,False,False,0,0,0,0,12,7,7,False,5,"3,2,2,2,2,3"
vHU7il4KtMWABV,5,18,Items05,high,full,uneven,False,12.0,3,0,7,0,8,5,0,7,0,359,100.0,0.0,200.0,0.0,0,131,0,False,False,False,0,0,0,0,6,7,7,False,5,"3,2,2,2,2,3"
